CustomerID,Recency,Frequency,MonetaryValue,R,F,M,RFM_Score,RFM_Segment
14113,4,34,1840.42,3,2,3,8,323
14114,274,15,386.53,1,1,1,3,111
14116,20,72,1382.74,3,2,3,8,323
14117,144,3,90,1,1,1,3,111
14121,4,159,2780.15,3,3,3,9,333
14124,84,5,419.58,2,1,2,5,212
14125,11,166,2720.63,3,3,3,9,333
14126,8,15,706.13,3,1,2,6,312
14127,123,44,709.71,1,2,2,5,122
14128,61,46,637.5,2,2,2,6,222
14129,2,52,1123.86,3,2,2,7,322
14130,319,66,480.91,1,2,2,5,122
14132,2,200,3586.03,3,3,3,9,333
14133,130,28,605.64,1,2,2,5,122
14135,2,134,4690.31,3,3,3,9,333
14138,2,46,965.88,3,2,2,7,322
14139,46,26,415.82,2,2,2,6,222
14140,4,66,935.05,3,2,2,7,322
14141,3,40,915.13,3,2,2,7,322
14142,373,22,311.81,1,1,1,3,111
14143,134,7,115.8,1,1,1,3,111
14145,47,11,3742.2,2,1,3,6,213
14146,9,210,4191,3,3,3,9,333
14147,78,5,483.4,2,1,2,5,212
14148,234,3,157.2,1,1,1,3,111
14149,221,28,446.62,1,2,2,5,122
14150,36,26,658.64,2,2,2,6,222
14152,75,49,621.29,2,2,2,6,222
14154,239,52,1345.62,1,2,3,6,123
14155,266,6,118.75,1,1,1,3,111
14156,10,1395,117210.08,3,3,3,9,333
14157,20,46,424.89,3,2,2,7,322
14158,40,41,507.66,2,2,2,6,222
14159,20,1175,4630.35,3,3,3,9,333
14161,216,104,1097.62,1,3,2,6,132
14162,174,25,289.36,1,2,1,4,121
14163,87,52,2445.91,2,2,3,7,223
14164,71,29,1631.77,2,2,3,7,223
14165,276,24,120.44,1,2,1,4,121
14167,39,50,562.59,2,2,2,6,222
14171,98,58,363.79,1,2,1,4,121
14173,11,29,450.84,3,2,2,7,322
14174,33,26,134.46,2,2,1,5,221
14175,60,149,3222.3,2,3,3,8,233
14176,297,31,576.9,1,2,2,5,122
14177,86,41,549.46,2,2,2,6,222
14178,9,318,1600.26,3,3,3,9,333
14179,41,157,701.57,2,3,2,7,232
14180,11,240,4748.52,3,3,3,9,333
14184,67,24,452.89,2,2,2,6,222
14185,331,3,197.65,1,1,1,3,111
14188,31,65,2054.36,2,2,3,7,223
14189,2,265,4654.08,3,3,3,9,333
14191,2,259,4684.76,3,3,3,9,333
14193,68,42,853.39,2,2,2,6,222
14194,5,579,11349.52,3,3,3,9,333
14195,202,7,1012,1,1,2,4,112
14196,107,6,335.52,1,1,1,3,111
14198,18,39,701.4,3,2,2,7,322
14199,218,2,185.4,1,1,1,3,111
14201,60,37,747.44,2,2,2,6,222
14204,2,39,150.61,3,2,1,6,321
14205,17,24,466.7,3,2,2,7,322
14206,239,20,328.16,1,1,1,3,111
14208,95,10,151.74,1,1,1,3,111
14209,11,87,2073.43,3,3,3,9,333
14210,106,102,1905.84,1,3,3,7,133
14211,53,112,2241.1,2,3,3,8,233
14212,90,9,1070.48,2,1,2,5,212
14214,31,67,1004.38,2,2,2,6,222
14215,12,108,1789.72,3,3,3,9,333
14216,3,59,1839.3,3,2,3,8,323
14217,2,100,2004.98,3,3,3,9,333
14218,43,12,169.48,2,1,1,4,211
14219,4,7,89.94,3,1,1,5,311
14220,247,21,632.4,1,1,2,4,112
14221,42,193,3432.8,2,3,3,8,233
14222,177,41,683.17,1,2,2,5,122
14223,92,60,991.13,1,2,2,5,122
14224,110,113,1009.73,1,3,2,6,132
14226,29,66,2214.79,2,2,3,7,223
14227,26,175,3350.96,2,3,3,8,233
14229,52,40,1547.2,2,2,3,7,223
14231,184,50,925.71,1,2,2,5,122
14232,43,115,2048.07,2,3,3,8,233
14233,49,35,1462.72,2,2,3,7,223
14234,22,147,754.12,3,3,2,8,332
14235,75,79,3144.86,2,3,3,8,233
14236,81,15,490.86,2,1,2,5,212
14237,373,9,161,1,1,1,3,111
14238,326,8,146.85,1,1,1,3,111
14239,43,112,2380.85,2,3,3,8,233
14240,30,42,890.34,2,2,2,6,222
14241,184,10,213.7,1,1,1,3,111
14242,235,16,280.55,1,1,1,3,111
14243,9,141,2588.77,3,3,3,9,333
14245,220,108,1693.45,1,3,3,7,133
14246,111,75,1474.06,1,3,3,7,133
14247,278,20,136.77,1,1,1,3,111
14248,318,8,302.58,1,1,1,3,111
14250,7,111,1904.05,3,3,3,9,333
14251,2,78,2879.7,3,3,3,9,333
14256,260,53,969.06,1,2,2,5,122
14257,64,106,3099.72,2,3,3,8,233
14258,9,111,12669.98,3,3,3,9,333
14259,142,5,120,1,1,1,3,111
14261,51,52,1163.45,2,2,2,6,222
14262,8,143,2618.23,3,3,3,9,333
14264,155,17,333.97,1,1,1,3,111
14265,109,31,530.18,1,2,2,5,122
14267,163,55,1516.24,1,2,3,6,123
14270,332,29,492.65,1,2,2,5,122
14271,226,10,112.32,1,1,1,3,111
14272,74,33,437.96,2,2,2,6,222
14273,51,29,559.97,2,2,2,6,222
14276,99,64,1119.74,1,2,2,5,122
14277,15,222,4188,3,3,3,9,333
14280,197,8,134.04,1,1,1,3,111
14282,3,154,3701.44,3,3,3,9,333
14284,31,32,595.25,2,2,2,6,222
14285,21,27,1910.01,3,2,3,8,323
14286,24,280,4628.75,3,3,3,9,333
14287,8,9,176.63,3,1,1,5,311
14288,213,16,426.6,1,1,2,4,112
14289,9,47,911.26,3,2,2,7,322
14290,11,101,2314.65,3,3,3,9,333
14291,2,237,3883.25,3,3,3,9,333
14292,8,100,4871.93,3,3,3,9,333
14293,3,61,1046.56,3,2,2,7,322
14295,40,5,166.2,2,1,1,4,211
14297,18,62,1305.33,3,2,3,8,323
14298,8,1637,51527.3,3,3,3,9,333
14299,8,143,3965.62,3,3,3,9,333
14300,19,3,43.2,3,1,1,5,311
14301,117,13,640.14,1,1,2,4,112
14304,223,17,383.45,1,1,1,3,111
14305,71,105,1858.96,2,3,3,8,233
14306,51,33,2093.32,2,2,3,7,223
14307,89,180,2995.72,2,3,3,8,233
14309,8,117,2352.53,3,3,3,9,333
14311,243,20,310.26,1,1,1,3,111
14312,47,87,1611.59,2,3,3,8,233
14314,107,8,120,1,1,1,3,111
14315,45,101,2481.13,2,3,3,8,233
14317,65,24,508.58,2,2,2,6,222
14320,207,31,477.79,1,2,2,5,122
14321,11,123,1530.75,3,3,3,9,333
14323,115,36,605.06,1,2,2,5,122
14326,242,8,183.85,1,1,1,3,111
14327,163,12,311.65,1,1,1,3,111
14329,17,258,4975.24,3,3,3,9,333
14331,124,28,462.66,1,2,2,5,122
14332,23,25,840.21,3,2,2,7,322
14333,68,15,415.2,2,1,2,5,212
14334,17,162,2552.21,3,3,3,9,333
14335,16,60,454.86,3,2,2,7,322
14336,17,90,1614.91,3,3,3,9,333
14338,161,31,588.22,1,2,2,5,122
14339,243,14,309.52,1,1,1,3,111
14340,219,6,134.7,1,1,1,3,111
14341,45,128,2166.98,2,3,3,8,233
14342,21,21,668.56,3,1,2,6,312
14344,127,71,889.93,1,2,2,5,122
14345,39,6,108.98,2,1,1,4,211
14346,121,60,1021.58,1,2,2,5,122
14348,260,18,409.57,1,1,2,4,112
14349,10,31,133.5,3,2,1,6,321
14350,274,18,282.93,1,1,1,3,111
14351,165,1,51,1,1,1,3,111
14352,157,47,1078.96,1,2,2,5,122
14353,215,6,90.6,1,1,1,3,111
14354,6,9,163.62,3,1,1,5,311
14355,366,11,174.4,1,1,1,3,111
14356,80,33,701.23,2,2,2,6,222
14357,43,40,225.12,2,2,1,5,221
14359,19,55,912.18,3,2,2,7,322
14360,32,117,2118.03,2,3,3,8,233
14362,22,37,151.5,3,2,1,6,321
14364,109,69,3717.35,1,2,3,6,123
14367,8,521,9227.82,3,3,3,9,333
14368,320,8,155,1,1,1,3,111
14371,295,4,100.5,1,1,1,3,111
14373,358,4,76.55,1,1,1,3,111
14375,185,66,235.56,1,2,1,4,121
14377,191,11,617.05,1,1,2,4,112
14379,44,46,348.1,2,2,1,5,221
14381,52,56,202.68,2,2,1,5,221
14382,26,126,615.49,2,3,2,7,232
14383,38,59,1247.69,2,2,3,7,223
14385,9,14,202.11,3,1,1,5,311
14386,297,7,142.4,1,1,1,3,111
14387,33,139,1727.6,2,3,3,8,233
14388,10,186,3212.84,3,3,3,9,333
14389,65,45,1043.46,2,2,2,6,222
14390,10,284,4642.57,3,3,3,9,333
14393,218,5,67.95,1,1,1,3,111
14395,2,348,3479.91,3,3,3,9,333
14396,65,73,487.99,2,3,2,7,232
14397,3,87,2612.96,3,3,3,9,333
14400,149,25,574.7,1,2,2,5,122
14401,4,182,4051.48,3,3,3,9,333
14403,130,20,1475.81,1,1,3,5,113
14404,34,100,1449.32,2,3,3,8,233
14406,119,8,156.75,1,1,1,3,111
14407,107,73,2157.73,1,3,3,7,133
14408,11,106,2599.03,3,3,3,9,333
14409,71,54,2059.45,2,2,3,7,223
14410,92,189,1100.27,1,3,2,6,132
14411,311,14,1063,1,1,2,4,112
14412,43,43,770.03,2,2,2,6,222
14413,362,22,121.05,1,1,1,3,111
14414,92,97,1496.98,1,3,3,7,133
14415,1,579,5855.57,3,3,3,9,333
14416,22,14,490.22,3,1,2,6,312
14418,4,124,1937.25,3,3,3,9,333
14419,11,202,1051.79,3,3,2,8,332
14420,99,29,387.52,1,2,1,4,121
14421,57,27,813.11,2,2,2,6,222
14422,1,222,4263.64,3,3,3,9,333
14423,218,3,265.2,1,1,1,3,111
14424,18,1,322.08,3,1,1,5,311
14426,24,224,4481.67,3,3,3,9,333
14427,50,17,363.34,2,1,1,4,211
14428,7,137,1224.06,3,3,3,9,333
14431,303,17,470.36,1,1,2,4,112
14432,10,377,2248.5,3,3,3,9,333
14434,22,12,1372.8,3,1,3,7,313
14436,99,9,89.06,1,1,1,3,111
14437,366,5,63,1,1,1,3,111
14438,306,9,131.9,1,1,1,3,111
14439,320,32,2661.24,1,2,3,6,123
14440,8,55,2357.68,3,2,3,8,323
14441,1,51,1712.89,3,2,3,8,323
14442,205,63,1589.82,1,2,3,6,123
14443,54,93,1420.2,2,3,3,8,233
14446,1,277,1010.35,3,3,2,8,332
14447,19,70,1163.23,3,2,2,7,322
14448,9,20,375.35,3,1,1,5,311
14449,19,250,885.8,3,3,2,8,332
14450,181,40,483.25,1,2,2,5,122
14451,60,105,643.9,2,3,2,7,232
14452,11,60,259.05,3,2,1,6,321
14453,190,22,119.93,1,1,1,3,111
14456,5,947,3017.28,3,3,3,9,333
14457,311,4,113.64,1,1,1,3,111
14459,155,37,1837.92,1,2,3,6,123
14460,110,16,434.34,1,1,2,4,112
14461,148,180,2103.06,1,3,3,7,133
14462,66,233,1980.57,2,3,3,8,233
14463,98,6,529.62,1,1,2,4,112
14465,247,123,1038.44,1,3,2,6,132
14466,29,72,2272.4,2,2,3,7,223
14467,18,89,596.26,3,3,2,8,332
14470,12,43,461.19,3,2,2,7,322
14472,104,265,1852.67,1,3,3,7,133
14473,74,7,234.34,2,1,1,4,211
14474,46,29,547.66,2,2,2,6,222
14475,72,42,925.85,2,2,2,6,222
14476,257,17,193,1,1,1,3,111
14477,20,10,1309.6,3,1,3,7,313
14479,254,18,316.25,1,1,1,3,111
14480,11,13,279.05,3,1,1,5,311
14481,165,30,636.51,1,2,2,5,122
14482,18,137,2022.81,3,3,3,9,333
14483,282,9,137.1,1,1,1,3,111
14484,50,14,321.92,2,1,1,4,211
14485,39,46,162.8,2,2,1,5,221
14487,27,140,1165.48,2,3,2,7,232
14488,68,46,1064.28,2,2,2,6,222
14489,207,30,463.38,1,2,2,5,122
14491,175,17,340.93,1,1,1,3,111
14493,7,120,2383.24,3,3,3,9,333
14494,26,7,139.56,2,1,1,4,211
14495,51,6,123.8,2,1,1,4,211
14496,312,19,538.81,1,1,2,4,112
14497,309,29,475.37,1,2,2,5,122
14498,43,193,1957.32,2,3,3,8,233
14499,26,190,808.44,2,3,2,7,232
14500,88,7,356.85,2,1,1,4,211
14501,184,10,251.21,1,1,1,3,111
14502,20,608,2429.83,3,3,3,9,333
14503,3,164,3543.26,3,3,3,9,333
14504,47,107,673.26,2,3,2,7,232
14505,17,785,5859.43,3,3,3,9,333
14506,17,295,1960.65,3,3,3,9,333
14507,24,95,1367.88,3,3,3,9,333
14508,22,55,268.05,3,2,1,6,321
14511,11,68,1314.81,3,2,3,8,323
14512,188,23,275.28,1,1,1,3,111
14513,101,12,455.59,1,1,2,4,112
14514,61,69,990.2,2,2,2,6,222
14515,18,98,2076.89,3,3,3,9,333
14517,33,18,330.45,2,1,1,4,211
14518,64,16,174.37,2,1,1,4,211
14520,2,4,270.6,3,1,1,5,311
14522,24,17,974.54,3,1,2,6,312
14523,108,12,241.09,1,1,1,3,111
14524,32,197,1843.83,2,3,3,8,233
14525,20,282,4215.9,3,3,3,9,333
14527,3,971,8507.13,3,3,3,9,333
14528,37,18,364.22,2,1,1,4,211
14529,60,213,578.61,2,3,2,7,232
14530,26,213,2862.11,2,3,3,8,233
14532,236,64,932.85,1,2,2,5,122
14533,25,62,1949.72,3,2,3,8,323
14534,3,508,4397.3,3,3,3,9,333
14535,60,328,2854.84,2,3,3,8,233
14536,260,18,170.95,1,1,1,3,111
14537,58,10,355.56,2,1,1,4,211
14538,65,19,388.25,2,1,2,5,212
14539,16,32,537.48,3,2,2,7,322
14540,10,71,952.66,3,2,2,7,322
14541,59,105,1453.35,2,3,3,8,233
14542,186,5,103.25,1,1,1,3,111
14543,29,71,3599.73,2,2,3,7,223
14544,24,111,2004.3,3,3,3,9,333
14546,5,397,2573.93,3,3,3,9,333
14547,4,355,3974.75,3,3,3,9,333
14548,151,4,652.8,1,1,2,4,112
14549,311,56,289.24,1,2,1,4,121
14550,11,47,757.37,3,2,2,7,322
14551,18,10,186.23,3,1,1,5,311
14552,152,57,164.22,1,2,1,4,121
14553,19,113,859.27,3,3,2,8,332
14554,10,203,2279.49,3,3,3,9,333
14555,57,19,312.54,2,1,1,4,211
14557,85,16,788.38,2,1,2,5,212
14560,7,74,2237.77,3,3,3,9,333
14561,76,69,1080.76,2,2,2,6,222
14562,4,419,5006.77,3,3,3,9,333
14565,96,127,3099.12,1,3,3,7,133
14566,111,4,1432,1,1,3,5,113
14567,57,33,1530.36,2,2,3,7,223
14569,1,12,227.39,3,1,1,5,311
14570,281,29,218.06,1,2,1,4,121
14572,3,262,2804.54,3,3,3,9,333
14573,180,227,1639.82,1,3,3,7,133
14576,372,1,35.4,1,1,1,3,111
14577,13,123,859.71,3,3,2,8,332
14578,3,24,168.63,3,2,1,6,321
14581,17,17,138.6,3,1,1,5,311
14582,41,6,114.11,2,1,1,4,211
14583,6,302,986.96,3,3,2,8,332
14584,169,98,1033.06,1,3,2,6,132
14585,50,29,157.05,2,2,1,5,221
14586,277,19,237.36,1,1,1,3,111
14587,19,371,1580.29,3,3,3,9,333
14589,372,3,39.75,1,1,1,3,111
14591,15,176,1320.21,3,3,3,9,333
14592,35,158,557.94,2,3,2,7,232
14593,22,151,617.15,3,3,2,8,332
14594,7,52,363.33,3,2,1,6,321
14595,20,102,1740.6,3,3,3,9,333
14597,11,47,866.24,3,2,2,7,322
14598,44,50,221.97,2,2,1,5,221
14600,306,25,393.33,1,2,2,5,122
14601,11,7,213.96,3,1,1,5,311
14603,275,2,660,1,1,2,4,112
14606,1,2677,12076.15,3,3,3,9,333
14607,16,81,16209.5,3,3,3,9,333
14608,4,20,1785.15,3,1,3,7,313
14609,72,4,601.56,2,1,2,5,212
14616,243,3,406.08,1,1,2,4,112
14618,9,16,553.44,3,1,2,6,312
14619,246,20,394.44,1,1,2,4,112
14620,206,26,412.78,1,2,2,5,122
14621,1,92,1788.36,3,3,3,9,333
14622,185,21,320.58,1,1,1,3,111
14623,32,133,886.7,2,3,2,7,232
14624,57,13,225.85,2,1,1,4,211
14625,196,53,899.63,1,2,2,5,122
14626,24,122,2791.27,3,3,3,9,333
14628,91,24,671.96,2,2,2,6,222
14629,4,150,955.26,3,3,2,8,332
14631,51,41,1006.98,2,2,2,6,222
14632,263,8,114.56,1,1,1,3,111
14633,266,20,344.9,1,1,1,3,111
14636,36,28,609.85,2,2,2,6,222
14638,51,16,443.6,2,1,2,5,212
14639,52,172,2984.49,2,3,3,8,233
14640,24,105,2107.38,3,3,3,9,333
14641,22,7,110.46,3,1,1,5,311
14642,59,2,96.12,2,1,1,4,211
14643,170,31,693.81,1,2,2,5,122
14644,68,26,830.76,2,2,2,6,222
14645,157,30,597.09,1,2,2,5,122
14646,2,2076,280206.02,3,3,3,9,333
14647,201,28,236.04,1,2,1,4,121
14649,5,186,1402.59,3,3,3,9,333
14651,67,101,653.75,2,3,2,7,232
14652,77,29,114.18,2,2,1,5,221
14653,1,234,1926.65,3,3,3,9,333
14655,8,49,1932.23,3,2,3,8,323
14656,169,80,291.05,1,3,1,5,131
14657,18,126,848.22,3,3,2,8,332
14658,5,29,247.15,3,2,1,6,321
14659,9,253,2529.93,3,3,3,9,333
14660,87,30,285.74,2,2,1,5,221
14661,27,4,107.95,2,1,1,4,211
14662,29,157,741.37,2,3,2,7,232
14664,20,98,636.24,3,3,2,8,332
14665,61,90,1835.7,2,3,3,8,233
14666,24,14,195.25,3,1,1,5,311
14667,11,567,9175.04,3,3,3,9,333
14669,242,166,1259.24,1,3,3,7,133
14670,280,123,392.86,1,3,2,6,132
14672,235,61,765.55,1,2,2,5,122
14673,3,74,1736.4,3,3,3,9,333
14675,16,97,596.36,3,3,2,8,332
14676,31,42,2548.24,2,2,3,7,223
14680,25,258,28754.11,3,3,3,9,333
14681,71,7,498.95,2,1,2,5,212
14682,188,2,52,1,1,1,3,111
14684,26,390,1201.51,2,3,3,8,233
14687,107,15,628.38,1,1,2,4,112
14688,8,324,5579.1,3,3,3,9,333
14689,209,13,112.8,1,1,1,3,111
14690,44,48,355.05,2,2,1,5,221
14691,31,71,2114.33,2,2,3,7,223
14692,137,68,591.55,1,2,2,5,122
14693,265,8,172.9,1,1,1,3,111
14696,4,130,2078.95,3,3,3,9,333
14697,218,22,188.61,1,1,1,3,111
14698,2,200,1217.27,3,3,3,9,333
14699,214,8,109.13,1,1,1,3,111
14700,32,112,2195.1,2,3,3,8,233
14701,11,327,2526.09,3,3,3,9,333
14702,1,342,3251.79,3,3,3,9,333
14703,15,22,318.17,3,1,1,5,311
14704,11,393,1493.96,3,3,3,9,333
14705,199,1,179,1,1,1,3,111
14708,3,28,1126.37,3,2,2,7,322
14709,15,196,4921.04,3,3,3,9,333
14710,14,136,599.48,3,3,2,8,332
14711,10,345,2839.62,3,3,3,9,333
14712,29,25,917.07,2,2,2,6,222
14713,9,338,2662.2,3,3,3,9,333
14714,24,10,160.19,3,1,1,5,311
14715,25,71,867.38,3,2,2,7,322
14716,43,51,307.51,2,2,1,5,221
14719,2,235,1581.84,3,3,3,9,333
14720,6,37,663.81,3,2,2,7,322
14722,147,28,180.42,1,2,1,4,121
14723,10,259,1122.36,3,3,2,8,332
14725,25,47,655.58,3,2,2,7,322
14727,274,10,268.58,1,1,1,3,111
14729,374,71,313.49,1,2,1,4,121
14730,1,462,1897.57,3,3,3,9,333
14731,47,45,380.02,2,2,1,5,221
14732,8,147,2702.49,3,3,3,9,333
14733,16,202,9585.91,3,3,3,9,333
14735,4,194,6065.69,3,3,3,9,333
14737,4,17,1164.55,3,1,2,6,312
14738,43,54,1314.45,2,2,3,7,223
14739,4,60,3902.28,3,2,3,8,323
14740,197,89,1448.21,1,3,3,7,133
14741,12,59,1400.34,3,2,3,8,323
14744,16,26,1099.98,3,2,2,7,322
14745,113,69,1220.26,1,2,3,6,123
14747,249,18,328.2,1,1,1,3,111
14748,29,89,1415.75,2,3,3,8,233
14752,44,5,389.64,2,1,2,5,212
14753,87,30,563.15,2,2,2,6,222
14754,45,41,638.05,2,2,2,6,222
14755,10,235,5010.28,3,3,3,9,333
14756,15,38,738.96,3,2,2,7,322
14757,75,19,420.5,2,1,2,5,212
14758,145,71,1484.06,1,2,3,6,123
14759,5,102,1625.97,3,3,3,9,333
14760,297,5,89.2,1,1,1,3,111
14761,59,11,255.9,2,1,1,4,211
14762,264,21,300.52,1,1,1,3,111
14764,47,6,278.3,2,1,1,4,211
14765,29,39,254.11,2,2,1,5,221
14766,8,135,2473.37,3,3,3,9,333
14768,17,5,192.6,3,1,1,5,311
14769,3,1062,10416.98,3,3,3,9,333
14770,232,52,876.42,1,2,2,5,122
14772,112,9,139.26,1,1,1,3,111
14775,58,60,1011.9,2,2,2,6,222
14776,51,117,2538.3,2,3,3,8,233
14778,127,35,730.86,1,2,2,5,122
14779,281,41,386.15,1,2,1,4,121
14780,55,27,447.68,2,2,2,6,222
14782,320,6,200.1,1,1,1,3,111
14784,26,15,289.99,2,1,1,4,211
14785,10,3,77.4,3,1,1,5,311
14788,7,30,679.44,3,2,2,7,322
14789,29,6,197.64,2,1,1,4,211
14790,17,46,745.06,3,2,2,7,322
14792,64,2,6.2,2,1,1,4,211
14793,21,14,228.99,3,1,1,5,311
14794,3,80,1319.91,3,3,3,9,333
14795,166,6,131.45,1,1,1,3,111
14796,1,1132,7975.49,3,3,3,9,333
14798,53,12,173.74,2,1,1,4,211
14799,51,13,157.7,2,1,1,4,211
14800,48,383,4331.79,2,3,3,8,233
14801,61,57,189.34,2,2,1,5,221
14803,162,44,845.55,1,2,2,5,122
14804,9,12,353.27,3,1,1,5,311
14805,15,46,546.4,3,2,2,7,322
14806,75,11,193.39,2,1,1,4,211
14808,40,231,2718.6,2,3,3,8,233
14810,41,254,2085.33,2,3,3,8,233
14813,370,29,152.88,1,2,1,4,121
14815,37,53,778.5,2,2,2,6,222
14816,197,4,271.85,1,1,1,3,111
14817,200,63,1110.34,1,2,2,5,122
14818,74,48,657.8,2,2,2,6,222
14819,64,13,272.07,2,1,1,4,211
14820,21,29,507.29,3,2,2,7,322
14821,367,2,48.8,1,1,1,3,111
14823,180,70,321.43,1,2,1,4,121
14824,10,29,1127.71,3,2,2,7,322
14825,4,120,2221.01,3,3,3,9,333
14828,197,17,2139.76,1,1,3,5,113
14829,29,42,697.55,2,2,2,6,222
14830,53,39,188.88,2,2,1,5,221
14834,18,67,1720.3,3,2,3,8,323
14836,10,6,102.45,3,1,1,5,311
14837,90,108,1649.5,2,3,3,8,233
14840,268,4,62.85,1,1,1,3,111
14841,53,138,3295.76,2,3,3,8,233
14842,44,145,2824.69,2,3,3,8,233
14844,64,130,3189.81,2,3,3,8,233
14847,149,13,309.4,1,1,1,3,111
14849,22,388,7930.54,3,3,3,9,333
14850,312,21,325.75,1,1,1,3,111
14851,23,28,511.35,3,2,2,7,322
14852,58,143,2836.69,2,3,3,8,233
14853,24,9,475.8,3,1,2,6,312
14854,78,126,2740.03,2,3,3,8,233
14855,119,20,645.65,1,1,2,4,112
14856,36,65,1290.53,2,2,3,7,223
14857,60,60,1173.12,2,2,2,6,222
14859,13,58,1353.74,3,2,3,8,323
14860,19,11,170.32,3,1,1,5,311
14861,52,6,125.79,2,1,1,4,211
14862,26,48,841.2,2,2,2,6,222
14863,29,11,266.76,2,1,1,4,211
14865,7,4,52.2,3,1,1,5,311
14866,11,99,14389.9,3,3,3,9,333
14867,186,36,710.28,1,2,2,5,122
14868,3,144,2953.59,3,3,3,9,333
14869,9,70,721.45,3,2,2,7,322
14870,262,13,327.25,1,1,1,3,111
14871,3,93,501.28,3,3,2,8,332
14873,210,28,519.68,1,2,2,5,122
14875,108,47,1465.32,1,2,3,6,123
14878,13,122,1476.09,3,3,3,9,333
14880,77,46,690.59,2,2,2,6,222
14881,20,17,255.4,3,1,1,5,311
14882,27,11,589.7,2,1,2,5,212
14883,19,53,761.59,3,2,2,7,322
14885,132,15,765.32,1,1,2,4,112
14886,253,18,364.8,1,1,1,3,111
14887,79,6,1862,2,1,3,6,213
14888,207,20,369.2,1,1,1,3,111
14889,336,10,135.9,1,1,1,3,111
14890,254,7,125.65,1,1,1,3,111
14891,148,33,554.38,1,2,2,5,122
14893,10,73,1237.85,3,3,3,9,333
14894,85,23,655.75,2,1,2,5,212
14895,8,498,11138.71,3,3,3,9,333
14896,205,43,468.77,1,2,2,5,122
14897,8,55,1366.38,3,2,3,8,323
14898,23,109,1269.31,3,3,3,9,333
14901,11,96,1421.29,3,3,3,9,333
14902,26,20,332.66,2,1,1,4,211
14903,21,350,2795.33,3,3,3,9,333
14904,2,69,1025.44,3,2,2,7,322
14905,158,17,616.15,1,1,2,4,112
14907,3,165,3501.1,3,3,3,9,333
14908,74,9,277.8,2,1,1,4,211
14910,3,30,434.35,3,2,2,7,322
14911,1,5670,143711.17,3,3,3,9,333
14912,17,27,867.85,3,2,2,7,322
14913,36,87,1227.43,2,3,3,8,233
14915,91,12,307.48,2,1,1,4,211
14916,71,77,1268.98,2,3,3,8,233
14918,116,45,1610.15,1,2,3,6,123
14920,213,57,977.77,1,2,2,5,122
14921,30,78,1316.07,2,3,3,8,233
14923,51,44,749.1,2,2,2,6,222
14924,246,10,310.05,1,1,1,3,111
14929,32,11,223.88,2,1,1,4,211
14930,109,127,2362.96,1,3,3,7,133
14931,5,41,1257.68,3,2,3,8,323
14932,366,17,363.53,1,1,1,3,111
14934,82,87,1890.94,2,3,3,8,233
14935,297,10,1784.71,1,1,3,5,113
14936,34,364,8137.02,2,3,3,8,233
14937,57,34,1621.88,2,2,3,7,223
14944,30,170,5900.25,2,3,3,8,233
14946,14,3,100.9,3,1,1,5,311
14947,72,14,290.82,2,1,1,4,211
14948,23,63,1101.97,3,2,2,7,322
14950,19,19,371.2,3,1,1,5,311
14951,79,20,311.69,2,1,1,4,211
14952,60,138,8099.49,2,3,3,8,233
14953,25,54,285.67,3,2,1,6,321
14954,12,77,294.85,3,3,1,7,331
14957,253,12,58.49,1,1,1,3,111
14958,147,41,483.73,1,2,2,5,122
14959,64,59,695.42,2,2,2,6,222
14960,8,27,221.27,3,2,1,6,321
14961,11,312,7044.68,3,3,3,9,333
14962,271,5,126.7,1,1,1,3,111
14963,10,192,1472.34,3,3,3,9,333
14964,247,13,206.21,1,1,1,3,111
14965,96,81,596.09,1,3,2,6,132
14966,15,36,183.02,3,2,1,6,321
14967,50,6,463.8,2,1,2,5,212
14968,30,37,147.59,2,2,1,5,221
14970,68,34,1592.06,2,2,3,7,223
14971,35,155,1097.98,2,3,2,7,232
14972,128,18,114.77,1,1,1,3,111
14973,107,32,1314.45,1,2,3,6,123
14974,37,17,89.94,2,1,1,4,211
14975,57,11,279.94,2,1,1,4,211
14976,57,72,790.86,2,2,2,6,222
14978,72,214,1921.37,2,3,3,8,233
14981,246,8,102.12,1,1,1,3,111
14984,19,39,202.37,3,2,1,6,321
14985,198,83,292.01,1,3,1,5,131
14987,16,4,326.4,3,1,1,5,311
14988,212,40,334.54,1,2,1,4,121
14995,39,60,231.98,2,2,1,5,221
14997,46,26,546.2,2,2,2,6,222
14998,170,74,414.87,1,3,2,6,132
15000,48,77,490.52,2,3,2,7,232
15002,116,115,1641.76,1,3,3,7,133
15004,147,154,1220.77,1,3,3,7,133
15005,16,1112,6295.37,3,3,3,9,333
15006,51,132,480.38,2,3,2,7,232
15007,159,12,156.91,1,1,1,3,111
15009,12,180,1259.43,3,3,3,9,333
15010,36,20,308.94,2,1,1,4,211
15012,54,122,405.04,2,3,2,7,232
15014,43,33,257.67,2,2,1,5,221
15016,173,20,170.04,1,1,1,3,111
15017,34,20,125.58,2,1,1,4,211
15018,39,31,496.21,2,2,2,6,222
15019,267,66,252.81,1,2,1,4,121
15021,9,444,1871.77,3,3,3,9,333
15022,12,121,852.39,3,3,2,8,332
15023,3,553,6720.41,3,3,3,9,333
15024,10,152,1636.43,3,3,3,9,333
15025,33,67,361.96,2,2,1,5,221
15026,80,61,469,2,2,2,6,222
15027,31,35,1066.15,2,2,2,6,222
15028,8,48,627.13,3,2,2,7,322
