Date,Week,Month,Year,Location,Rate
09/03/2013,35,9,2013,Lower Illinois,425.00
09/03/2013,35,9,2013,St. Louis,387.50
09/03/2013,35,9,2013,Cincinnati,431.25
09/03/2013,35,9,2013,Lower Ohio,431.25
09/03/2013,35,9,2013,Cairo-Memphis,387.50
09/10/2013,36,9,2013,Twin Cities,446.67
09/10/2013,36,9,2013,Mid-Mississippi,446.67
09/10/2013,36,9,2013,Lower Illinois,453.33
09/10/2013,36,9,2013,St. Louis,441.67
09/10/2013,36,9,2013,Cincinnati,458.33
09/10/2013,36,9,2013,Lower Ohio,458.33
09/10/2013,36,9,2013,Cairo-Memphis,425.00
09/17/2013,37,9,2013,Twin Cities,550.00
09/17/2013,37,9,2013,Mid-Mississippi,555.00
09/17/2013,37,9,2013,Lower Illinois,550.00
09/17/2013,37,9,2013,St. Louis,538.33
09/17/2013,37,9,2013,Cincinnati,630.00
09/17/2013,37,9,2013,Lower Ohio,630.00
09/17/2013,37,9,2013,Cairo-Memphis,558.33
09/24/2013,38,9,2013,Twin Cities,555.00
09/24/2013,38,9,2013,Mid-Mississippi,570.00
09/24/2013,38,9,2013,Lower Illinois,558.33
09/24/2013,38,9,2013,St. Louis,591.67
09/24/2013,38,9,2013,Cincinnati,675.00
09/24/2013,38,9,2013,Lower Ohio,675.00
09/24/2013,38,9,2013,Cairo-Memphis,616.67
10/01/2013,39,10,2013,Twin Cities,610.00
10/01/2013,39,10,2013,Mid-Mississippi,610.00
10/01/2013,39,10,2013,Lower Illinois,595.00
10/01/2013,39,10,2013,St. Louis,590.00
10/01/2013,39,10,2013,Cincinnati,660.00
10/01/2013,39,10,2013,Lower Ohio,660.00
10/01/2013,39,10,2013,Cairo-Memphis,575.00
10/08/2013,40,10,2013,Twin Cities,575.00
10/08/2013,40,10,2013,Mid-Mississippi,570.00
10/08/2013,40,10,2013,Lower Illinois,550.00
10/08/2013,40,10,2013,St. Louis,525.00
10/08/2013,40,10,2013,Cincinnati,590.00
10/08/2013,40,10,2013,Lower Ohio,590.00
10/08/2013,40,10,2013,Cairo-Memphis,475.00
10/15/2013,41,10,2013,Twin Cities,615.00
10/15/2013,41,10,2013,Mid-Mississippi,625.00
10/15/2013,41,10,2013,Lower Illinois,625.00
10/15/2013,41,10,2013,St. Louis,545.00
10/15/2013,41,10,2013,Cincinnati,630.00
10/15/2013,41,10,2013,Lower Ohio,630.00
10/15/2013,41,10,2013,Cairo-Memphis,480.00
10/22/2013,42,10,2013,Twin Cities,616.67
10/22/2013,42,10,2013,Mid-Mississippi,630.67
10/22/2013,42,10,2013,Lower Illinois,640.67
10/22/2013,42,10,2013,St. Louis,568.33
10/22/2013,42,10,2013,Cincinnati,694.00
10/22/2013,42,10,2013,Lower Ohio,694.00
10/22/2013,42,10,2013,Cairo-Memphis,511.67
10/29/2013,43,10,2013,Twin Cities,563.33
10/29/2013,43,10,2013,Mid-Mississippi,591.67
10/29/2013,43,10,2013,Lower Illinois,618.33
10/29/2013,43,10,2013,St. Louis,560.00
10/29/2013,43,10,2013,Cincinnati,725.00
10/29/2013,43,10,2013,Lower Ohio,725.00
10/29/2013,43,10,2013,Cairo-Memphis,600.00
11/05/2013,44,11,2013,Twin Cities,503.33
11/05/2013,44,11,2013,Mid-Mississippi,546.67
11/05/2013,44,11,2013,Lower Illinois,583.33
11/05/2013,44,11,2013,St. Louis,540.00
11/05/2013,44,11,2013,Cincinnati,575.00
11/05/2013,44,11,2013,Lower Ohio,575.00
11/05/2013,44,11,2013,Cairo-Memphis,456.67
11/12/2013,45,11,2013,Twin Cities,475.00
11/12/2013,45,11,2013,Mid-Mississippi,536.67
11/12/2013,45,11,2013,Lower Illinois,691.67
11/12/2013,45,11,2013,St. Louis,600.00
11/12/2013,45,11,2013,Cincinnati,750.00
11/12/2013,45,11,2013,Lower Ohio,750.00
11/12/2013,45,11,2013,Cairo-Memphis,566.67
11/19/2013,46,11,2013,Twin Cities,520.00
11/19/2013,46,11,2013,Mid-Mississippi,545.00
11/19/2013,46,11,2013,Lower Illinois,650.00
11/19/2013,46,11,2013,St. Louis,616.67
11/19/2013,46,11,2013,Cincinnati,700.00
11/19/2013,46,11,2013,Lower Ohio,700.00
11/19/2013,46,11,2013,Cairo-Memphis,558.33
11/26/2013,47,11,2013,Twin Cities,500.00
11/26/2013,47,11,2013,Mid-Mississippi,542.50
11/26/2013,47,11,2013,Lower Illinois,530.00
11/26/2013,47,11,2013,St. Louis,460.00
11/26/2013,47,11,2013,Cincinnati,537.50
11/26/2013,47,11,2013,Lower Ohio,537.50
11/26/2013,47,11,2013,Cairo-Memphis,362.50
12/03/2013,48,12,2013,Twin Cities,
12/03/2013,48,12,2013,Mid-Mississippi,
12/03/2013,48,12,2013,Lower Illinois,541.67
12/03/2013,48,12,2013,St. Louis,461.67
12/03/2013,48,12,2013,Cincinnati,541.67
12/03/2013,48,12,2013,Lower Ohio,541.67
12/03/2013,48,12,2013,Cairo-Memphis,336.67
12/10/2013,49,12,2013,Twin Cities,
12/10/2013,49,12,2013,Mid-Mississippi,
12/10/2013,49,12,2013,Lower Illinois,538.33
12/10/2013,49,12,2013,St. Louis,430.00
12/10/2013,49,12,2013,Cincinnati,510.00
12/10/2013,49,12,2013,Lower Ohio,510.00
12/10/2013,49,12,2013,Cairo-Memphis,315.00
12/17/2013,50,12,2013,Twin Cities,
12/17/2013,50,12,2013,Mid-Mississippi,
12/17/2013,50,12,2013,Lower Illinois,576.67
12/17/2013,50,12,2013,St. Louis,475.00
12/17/2013,50,12,2013,Cincinnati,430.00
12/17/2013,50,12,2013,Lower Ohio,430.00
12/17/2013,50,12,2013,Cairo-Memphis,298.33
12/24/2013,51,12,2013,Twin Cities,
12/24/2013,51,12,2013,Mid-Mississippi,
12/24/2013,51,12,2013,Lower Illinois,590.00
12/24/2013,51,12,2013,St. Louis,490.00
12/24/2013,51,12,2013,Cincinnati,428.33
12/24/2013,51,12,2013,Lower Ohio,428.33
12/24/2013,51,12,2013,Cairo-Memphis,308.33
12/31/2013,52,12,2013,Twin Cities,
12/31/2013,52,12,2013,Mid-Mississippi,
12/31/2013,52,12,2013,Lower Illinois,586.67
12/31/2013,52,12,2013,St. Louis,450.00
12/31/2013,52,12,2013,Cincinnati,433.33
12/31/2013,52,12,2013,Lower Ohio,433.33
12/31/2013,52,12,2013,Cairo-Memphis,298.33
01/07/2014,1,1,2014,Twin Cities,
01/07/2014,1,1,2014,Mid-Mississippi,
01/07/2014,1,1,2014,Lower Illinois,567.50
01/07/2014,1,1,2014,St. Louis,425.00
01/07/2014,1,1,2014,Cincinnati,411.67
01/07/2014,1,1,2014,Lower Ohio,411.67
01/07/2014,1,1,2014,Cairo-Memphis,270.00
01/14/2014,2,1,2014,Twin Cities,
01/14/2014,2,1,2014,Mid-Mississippi,
01/14/2014,2,1,2014,Lower Illinois,560.00
01/14/2014,2,1,2014,St. Louis,385.00
01/14/2014,2,1,2014,Cincinnati,395.00
01/14/2014,2,1,2014,Lower Ohio,395.00
01/14/2014,2,1,2014,Cairo-Memphis,260.00
01/21/2014,3,1,2014,Twin Cities,
01/21/2014,3,1,2014,Mid-Mississippi,
01/21/2014,3,1,2014,Lower Illinois,555.00
01/21/2014,3,1,2014,St. Louis,443.33
01/21/2014,3,1,2014,Cincinnati,443.33
01/21/2014,3,1,2014,Lower Ohio,443.33
01/21/2014,3,1,2014,Cairo-Memphis,308.33
01/28/2014,4,1,2014,Twin Cities,
01/28/2014,4,1,2014,Mid-Mississippi,
01/28/2014,4,1,2014,Lower Illinois,590.00
01/28/2014,4,1,2014,St. Louis,491.67
01/28/2014,4,1,2014,Cincinnati,475.00
01/28/2014,4,1,2014,Lower Ohio,475.00
01/28/2014,4,1,2014,Cairo-Memphis,325.00
02/04/2014,5,2,2014,Twin Cities,
02/04/2014,5,2,2014,Mid-Mississippi,
02/04/2014,5,2,2014,Lower Illinois,
02/04/2014,5,2,2014,St. Louis,491.67
02/04/2014,5,2,2014,Cincinnati,491.67
02/04/2014,5,2,2014,Lower Ohio,491.67
02/04/2014,5,2,2014,Cairo-Memphis,341.67
02/11/2014,6,2,2014,Twin Cities,
02/11/2014,6,2,2014,Mid-Mississippi,
02/11/2014,6,2,2014,Lower Illinois,597.00
02/11/2014,6,2,2014,St. Louis,457.00
02/11/2014,6,2,2014,Cincinnati,472.00
02/11/2014,6,2,2014,Lower Ohio,472.00
02/11/2014,6,2,2014,Cairo-Memphis,315.00
02/18/2014,7,2,2014,Twin Cities,
02/18/2014,7,2,2014,Mid-Mississippi,
02/18/2014,7,2,2014,Lower Illinois,600.00
02/18/2014,7,2,2014,St. Louis,463.33
02/18/2014,7,2,2014,Cincinnati,456.67
02/18/2014,7,2,2014,Lower Ohio,456.67
02/18/2014,7,2,2014,Cairo-Memphis,308.33
02/25/2014,8,2,2014,Twin Cities,
02/25/2014,8,2,2014,Mid-Mississippi,
02/25/2014,8,2,2014,Lower Illinois,591.67
02/25/2014,8,2,2014,St. Louis,485.00
02/25/2014,8,2,2014,Cincinnati,483.33
02/25/2014,8,2,2014,Lower Ohio,483.33
02/25/2014,8,2,2014,Cairo-Memphis,363.33
03/04/2014,9,3,2014,Twin Cities,
03/04/2014,9,3,2014,Mid-Mississippi,
03/04/2014,9,3,2014,Lower Illinois,620.00
03/04/2014,9,3,2014,St. Louis,595.00
03/04/2014,9,3,2014,Cincinnati,591.67
03/04/2014,9,3,2014,Lower Ohio,591.67
03/04/2014,9,3,2014,Cairo-Memphis,500.00
03/11/2014,10,3,2014,Twin Cities,
03/11/2014,10,3,2014,Mid-Mississippi,
03/11/2014,10,3,2014,Lower Illinois,625.00
03/11/2014,10,3,2014,St. Louis,595.00
03/11/2014,10,3,2014,Cincinnati,612.50
03/11/2014,10,3,2014,Lower Ohio,612.50
03/11/2014,10,3,2014,Cairo-Memphis,500.00
03/18/2014,11,3,2014,Twin Cities,
03/18/2014,11,3,2014,Mid-Mississippi,
03/18/2014,11,3,2014,Lower Illinois,578.33
03/18/2014,11,3,2014,St. Louis,463.33
03/18/2014,11,3,2014,Cincinnati,483.33
03/18/2014,11,3,2014,Lower Ohio,483.33
03/18/2014,11,3,2014,Cairo-Memphis,376.67
03/25/2014,12,3,2014,Twin Cities,
03/25/2014,12,3,2014,Mid-Mississippi,467.50
03/25/2014,12,3,2014,Lower Illinois,468.75
03/25/2014,12,3,2014,St. Louis,350.00
03/25/2014,12,3,2014,Cincinnati,381.25
03/25/2014,12,3,2014,Lower Ohio,381.25
03/25/2014,12,3,2014,Cairo-Memphis,281.25
04/01/2014,13,4,2014,Twin Cities,
04/01/2014,13,4,2014,Mid-Mississippi,421.25
04/01/2014,13,4,2014,Lower Illinois,416.25
04/01/2014,13,4,2014,St. Louis,300.00
04/01/2014,13,4,2014,Cincinnati,336.25
04/01/2014,13,4,2014,Lower Ohio,336.25
04/01/2014,13,4,2014,Cairo-Memphis,250.00
04/08/2014,14,4,2014,Twin Cities,
04/08/2014,14,4,2014,Mid-Mississippi,390.00
04/08/2014,14,4,2014,Lower Illinois,370.00
04/08/2014,14,4,2014,St. Louis,251.67
04/08/2014,14,4,2014,Cincinnati,311.67
04/08/2014,14,4,2014,Lower Ohio,311.67
04/08/2014,14,4,2014,Cairo-Memphis,221.67
04/15/2014,15,4,2014,Twin Cities,
04/15/2014,15,4,2014,Mid-Mississippi,388.75
04/15/2014,15,4,2014,Lower Illinois,383.75
04/15/2014,15,4,2014,St. Louis,263.75
04/15/2014,15,4,2014,Cincinnati,296.25
04/15/2014,15,4,2014,Lower Ohio,296.25
04/15/2014,15,4,2014,Cairo-Memphis,216.25
04/22/2014,16,4,2014,Twin Cities,475.00
04/22/2014,16,4,2014,Mid-Mississippi,402.00
04/22/2014,16,4,2014,Lower Illinois,377.00
04/22/2014,16,4,2014,St. Louis,238.00
04/22/2014,16,4,2014,Cincinnati,282.00
04/22/2014,16,4,2014,Lower Ohio,282.00
04/22/2014,16,4,2014,Cairo-Memphis,208.00
04/29/2014,17,4,2014,Twin Cities,463.33
04/29/2014,17,4,2014,Mid-Mississippi,375.00
04/29/2014,17,4,2014,Lower Illinois,360.00
04/29/2014,17,4,2014,St. Louis,243.33
04/29/2014,17,4,2014,Cincinnati,272.50
04/29/2014,17,4,2014,Lower Ohio,272.50
04/29/2014,17,4,2014,Cairo-Memphis,206.67
05/06/2014,18,5,2014,Twin Cities,453.33
05/06/2014,18,5,2014,Mid-Mississippi,373.33
05/06/2014,18,5,2014,Lower Illinois,365.00
05/06/2014,18,5,2014,St. Louis,243.33
05/06/2014,18,5,2014,Cincinnati,246.67
05/06/2014,18,5,2014,Lower Ohio,246.67
05/06/2014,18,5,2014,Cairo-Memphis,203.33
05/13/2014,19,5,2014,Twin Cities,442.50
05/13/2014,19,5,2014,Mid-Mississippi,360.00
05/13/2014,19,5,2014,Lower Illinois,355.00
05/13/2014,19,5,2014,St. Louis,247.50
05/13/2014,19,5,2014,Cincinnati,247.50
05/13/2014,19,5,2014,Lower Ohio,247.50
05/13/2014,19,5,2014,Cairo-Memphis,202.50
05/20/2014,20,5,2014,Twin Cities,462.50
05/20/2014,20,5,2014,Mid-Mississippi,367.50
05/20/2014,20,5,2014,Lower Illinois,372.50
05/20/2014,20,5,2014,St. Louis,242.50
05/20/2014,20,5,2014,Cincinnati,230.00
05/20/2014,20,5,2014,Lower Ohio,230.00
05/20/2014,20,5,2014,Cairo-Memphis,200.00
05/27/2014,21,5,2014,Twin Cities,446.67
05/27/2014,21,5,2014,Mid-Mississippi,360.00
05/27/2014,21,5,2014,Lower Illinois,360.00
05/27/2014,21,5,2014,St. Louis,238.33
05/27/2014,21,5,2014,Cincinnati,231.67
05/27/2014,21,5,2014,Lower Ohio,231.67
05/27/2014,21,5,2014,Cairo-Memphis,200.00
06/03/2014,22,6,2014,Twin Cities,420.00
06/03/2014,22,6,2014,Mid-Mississippi,355.00
06/03/2014,22,6,2014,Lower Illinois,353.33
06/03/2014,22,6,2014,St. Louis,240.00
06/03/2014,22,6,2014,Cincinnati,231.67
06/03/2014,22,6,2014,Lower Ohio,231.67
06/03/2014,22,6,2014,Cairo-Memphis,200.00
06/10/2014,23,6,2014,Twin Cities,421.67
06/10/2014,23,6,2014,Mid-Mississippi,363.33
06/10/2014,23,6,2014,Lower Illinois,373.33
06/10/2014,23,6,2014,St. Louis,245.00
06/10/2014,23,6,2014,Cincinnati,231.67
06/10/2014,23,6,2014,Lower Ohio,231.67
06/10/2014,23,6,2014,Cairo-Memphis,200.00
06/17/2014,24,6,2014,Twin Cities,430.00
06/17/2014,24,6,2014,Mid-Mississippi,366.67
06/17/2014,24,6,2014,Lower Illinois,366.67
06/17/2014,24,6,2014,St. Louis,248.33
06/17/2014,24,6,2014,Cincinnati,226.67
06/17/2014,24,6,2014,Lower Ohio,226.67
06/17/2014,24,6,2014,Cairo-Memphis,206.67
06/24/2014,25,6,2014,Twin Cities,
06/24/2014,25,6,2014,Mid-Mississippi,370.00
06/24/2014,25,6,2014,Lower Illinois,368.75
06/24/2014,25,6,2014,St. Louis,248.75
06/24/2014,25,6,2014,Cincinnati,237.50
06/24/2014,25,6,2014,Lower Ohio,231.25
06/24/2014,25,6,2014,Cairo-Memphis,213.75
07/01/2014,26,7,2014,Twin Cities,
07/01/2014,26,7,2014,Mid-Mississippi,
07/01/2014,26,7,2014,Lower Illinois,378.33
07/01/2014,26,7,2014,St. Louis,260.00
07/01/2014,26,7,2014,Cincinnati,243.33
07/01/2014,26,7,2014,Lower Ohio,243.33
07/01/2014,26,7,2014,Cairo-Memphis,213.33
07/08/2014,27,7,2014,Twin Cities,
07/08/2014,27,7,2014,Mid-Mississippi,
07/08/2014,27,7,2014,Lower Illinois,345.00
07/08/2014,27,7,2014,St. Louis,245.00
07/08/2014,27,7,2014,Cincinnati,242.50
07/08/2014,27,7,2014,Lower Ohio,242.50
07/08/2014,27,7,2014,Cairo-Memphis,207.50
07/15/2014,28,7,2014,Twin Cities,508.33
07/15/2014,28,7,2014,Mid-Mississippi,401.67
07/15/2014,28,7,2014,Lower Illinois,405.00
07/15/2014,28,7,2014,St. Louis,280.00
07/15/2014,28,7,2014,Cincinnati,286.67
07/15/2014,28,7,2014,Lower Ohio,286.67
07/15/2014,28,7,2014,Cairo-Memphis,226.67
07/22/2014,29,7,2014,Twin Cities,595.00
07/22/2014,29,7,2014,Mid-Mississippi,538.33
07/22/2014,29,7,2014,Lower Illinois,546.67
07/22/2014,29,7,2014,St. Louis,395.00
07/22/2014,29,7,2014,Cincinnati,446.67
07/22/2014,29,7,2014,Lower Ohio,446.67
07/22/2014,29,7,2014,Cairo-Memphis,322.67
07/29/2014,30,7,2014,Twin Cities,
07/29/2014,30,7,2014,Mid-Mississippi,568.33
07/29/2014,30,7,2014,Lower Illinois,560.00
07/29/2014,30,7,2014,St. Louis,408.33
07/29/2014,30,7,2014,Cincinnati,455.00
07/29/2014,30,7,2014,Lower Ohio,455.00
07/29/2014,30,7,2014,Cairo-Memphis,366.67
08/05/2014,31,8,2014,Twin Cities,
08/05/2014,31,8,2014,Mid-Mississippi,495.00
08/05/2014,31,8,2014,Lower Illinois,467.50
08/05/2014,31,8,2014,St. Louis,417.50
08/05/2014,31,8,2014,Cincinnati,460.00
08/05/2014,31,8,2014,Lower Ohio,460.00
08/05/2014,31,8,2014,Cairo-Memphis,387.50
08/12/2014,32,8,2014,Twin Cities,631.67
08/12/2014,32,8,2014,Mid-Mississippi,470.00
08/12/2014,32,8,2014,Lower Illinois,441.67
08/12/2014,32,8,2014,St. Louis,388.33
08/12/2014,32,8,2014,Cincinnati,442.50
08/12/2014,32,8,2014,Lower Ohio,442.50
08/12/2014,32,8,2014,Cairo-Memphis,377.50
08/19/2014,33,8,2014,Twin Cities,555.00
08/19/2014,33,8,2014,Mid-Mississippi,488.33
08/19/2014,33,8,2014,Lower Illinois,466.67
08/19/2014,33,8,2014,St. Louis,400.00
08/19/2014,33,8,2014,Cincinnati,450.00
08/19/2014,33,8,2014,Lower Ohio,450.00
08/19/2014,33,8,2014,Cairo-Memphis,408.00
08/26/2014,34,8,2014,Twin Cities,525.00
08/26/2014,34,8,2014,Mid-Mississippi,498.75
08/26/2014,34,8,2014,Lower Illinois,468.75
08/26/2014,34,8,2014,St. Louis,456.25
08/26/2014,34,8,2014,Cincinnati,493.75
08/26/2014,34,8,2014,Lower Ohio,493.75
08/26/2014,34,8,2014,Cairo-Memphis,452.50
09/02/2014,35,9,2014,Twin Cities,555.00
09/02/2014,35,9,2014,Mid-Mississippi,585.00
09/02/2014,35,9,2014,Lower Illinois,596.25
09/02/2014,35,9,2014,St. Louis,583.33
09/02/2014,35,9,2014,Cincinnati,575.00
09/02/2014,35,9,2014,Lower Ohio,575.00
09/02/2014,35,9,2014,Cairo-Memphis,582.50
09/09/2014,36,9,2014,Twin Cities,587.50
09/09/2014,36,9,2014,Mid-Mississippi,575.00
09/09/2014,36,9,2014,Lower Illinois,666.67
09/09/2014,36,9,2014,St. Louis,608.33
09/09/2014,36,9,2014,Cincinnati,641.67
09/09/2014,36,9,2014,Lower Ohio,641.67
09/09/2014,36,9,2014,Cairo-Memphis,632.50
09/16/2014,37,9,2014,Twin Cities,550.00
09/16/2014,37,9,2014,Mid-Mississippi,583.33
09/16/2014,37,9,2014,Lower Illinois,633.33
09/16/2014,37,9,2014,St. Louis,658.33
09/16/2014,37,9,2014,Cincinnati,691.67
09/16/2014,37,9,2014,Lower Ohio,691.67
09/16/2014,37,9,2014,Cairo-Memphis,641.67
09/23/2014,38,9,2014,Twin Cities,762.50
09/23/2014,38,9,2014,Mid-Mississippi,828.75
09/23/2014,38,9,2014,Lower Illinois,825.00
09/23/2014,38,9,2014,St. Louis,868.75
09/23/2014,38,9,2014,Cincinnati,896.25
09/23/2014,38,9,2014,Lower Ohio,896.25
09/23/2014,38,9,2014,Cairo-Memphis,896.25
09/30/2014,39,9,2014,Twin Cities,883.33
09/30/2014,39,9,2014,Mid-Mississippi,1016.67
09/30/2014,39,9,2014,Lower Illinois,1066.67
09/30/2014,39,9,2014,St. Louis,1033.33
09/30/2014,39,9,2014,Cincinnati,1100.00
09/30/2014,39,9,2014,Lower Ohio,1100.00
09/30/2014,39,9,2014,Cairo-Memphis,1066.67
10/07/2014,40,10,2014,Twin Cities,791.67
10/07/2014,40,10,2014,Mid-Mississippi,900.00
10/07/2014,40,10,2014,Lower Illinois,891.67
10/07/2014,40,10,2014,St. Louis,833.33
10/07/2014,40,10,2014,Cincinnati,933.33
10/07/2014,40,10,2014,Lower Ohio,933.33
10/07/2014,40,10,2014,Cairo-Memphis,826.67
10/14/2014,41,10,2014,Twin Cities,741.67
10/14/2014,41,10,2014,Mid-Mississippi,836.67
10/14/2014,41,10,2014,Lower Illinois,833.33
10/14/2014,41,10,2014,St. Louis,683.33
10/14/2014,41,10,2014,Cincinnati,808.33
10/14/2014,41,10,2014,Lower Ohio,808.33
10/14/2014,41,10,2014,Cairo-Memphis,616.67
10/21/2014,42,10,2014,Twin Cities,793.75
10/21/2014,42,10,2014,Mid-Mississippi,856.25
10/21/2014,42,10,2014,Lower Illinois,872.50
10/21/2014,42,10,2014,St. Louis,731.25
10/21/2014,42,10,2014,Cincinnati,887.50
10/21/2014,42,10,2014,Lower Ohio,887.50
10/21/2014,42,10,2014,Cairo-Memphis,650.00
10/28/2014,43,10,2014,Twin Cities,733.33
10/28/2014,43,10,2014,Mid-Mississippi,925.00
10/28/2014,43,10,2014,Lower Illinois,875.00
10/28/2014,43,10,2014,St. Louis,783.33
10/28/2014,43,10,2014,Cincinnati,908.33
10/28/2014,43,10,2014,Lower Ohio,908.33
10/28/2014,43,10,2014,Cairo-Memphis,750.00
11/04/2014,44,11,2014,Twin Cities,725.00
11/04/2014,44,11,2014,Mid-Mississippi,877.50
11/04/2014,44,11,2014,Lower Illinois,850.00
11/04/2014,44,11,2014,St. Louis,723.75
11/04/2014,44,11,2014,Cincinnati,893.75
11/04/2014,44,11,2014,Lower Ohio,893.75
11/04/2014,44,11,2014,Cairo-Memphis,628.75
11/11/2014,45,11,2014,Twin Cities,641.67
11/11/2014,45,11,2014,Mid-Mississippi,725.00
11/11/2014,45,11,2014,Lower Illinois,766.67
11/11/2014,45,11,2014,St. Louis,675.00
11/11/2014,45,11,2014,Cincinnati,733.33
11/11/2014,45,11,2014,Lower Ohio,733.33
11/11/2014,45,11,2014,Cairo-Memphis,541.67
11/18/2014,46,11,2014,Twin Cities,
11/18/2014,46,11,2014,Mid-Mississippi,707.50
11/18/2014,46,11,2014,Lower Illinois,668.75
11/18/2014,46,11,2014,St. Louis,543.75
11/18/2014,46,11,2014,Cincinnati,698.75
11/18/2014,46,11,2014,Lower Ohio,698.75
11/18/2014,46,11,2014,Cairo-Memphis,475.00
11/25/2014,47,11,2014,Twin Cities,
11/25/2014,47,11,2014,Mid-Mississippi,675.00
11/25/2014,47,11,2014,Lower Illinois,550.00
11/25/2014,47,11,2014,St. Louis,425.00
11/25/2014,47,11,2014,Cincinnati,538.33
11/25/2014,47,11,2014,Lower Ohio,538.33
11/25/2014,47,11,2014,Cairo-Memphis,375.00
12/02/2014,48,12,2014,Twin Cities,
12/02/2014,48,12,2014,Mid-Mississippi,
12/02/2014,48,12,2014,Lower Illinois,575.00
12/02/2014,48,12,2014,St. Louis,393.75
12/02/2014,48,12,2014,Cincinnati,447.50
12/02/2014,48,12,2014,Lower Ohio,447.50
12/02/2014,48,12,2014,Cairo-Memphis,337.50
12/09/2014,49,12,2014,Twin Cities,
12/09/2014,49,12,2014,Mid-Mississippi,
12/09/2014,49,12,2014,Lower Illinois,503.33
12/09/2014,49,12,2014,St. Louis,333.33
12/09/2014,49,12,2014,Cincinnati,400.00
12/09/2014,49,12,2014,Lower Ohio,400.00
12/09/2014,49,12,2014,Cairo-Memphis,316.67
12/16/2014,50,12,2014,Twin Cities,
12/16/2014,50,12,2014,Mid-Mississippi,
12/16/2014,50,12,2014,Lower Illinois,495.00
12/16/2014,50,12,2014,St. Louis,352.50
12/16/2014,50,12,2014,Cincinnati,481.25
12/16/2014,50,12,2014,Lower Ohio,481.25
12/16/2014,50,12,2014,Cairo-Memphis,333.75
12/23/2014,51,12,2014,Twin Cities,
12/23/2014,51,12,2014,Mid-Mississippi,
12/23/2014,51,12,2014,Lower Illinois,446.67
12/23/2014,51,12,2014,St. Louis,301.67
12/23/2014,51,12,2014,Cincinnati,423.33
12/23/2014,51,12,2014,Lower Ohio,423.33
12/23/2014,51,12,2014,Cairo-Memphis,260.00
12/30/2014,52,12,2014,Twin Cities,
12/30/2014,52,12,2014,Mid-Mississippi,
12/30/2014,52,12,2014,Lower Illinois,390.00
12/30/2014,52,12,2014,St. Louis,265.00
12/30/2014,52,12,2014,Cincinnati,400.00
12/30/2014,52,12,2014,Lower Ohio,400.00
12/30/2014,52,12,2014,Cairo-Memphis,245.00
01/06/2015,1,1,2015,Twin Cities,
01/06/2015,1,1,2015,Mid-Mississippi,
01/06/2015,1,1,2015,Lower Illinois,400.00
01/06/2015,1,1,2015,St. Louis,312.50
01/06/2015,1,1,2015,Cincinnati,425.00
01/06/2015,1,1,2015,Lower Ohio,425.00
01/06/2015,1,1,2015,Cairo-Memphis,250.00
01/13/2015,2,1,2015,Twin Cities,
01/13/2015,2,1,2015,Mid-Mississippi,
01/13/2015,2,1,2015,Lower Illinois,471.67
01/13/2015,2,1,2015,St. Louis,335.00
01/13/2015,2,1,2015,Cincinnati,378.33
01/13/2015,2,1,2015,Lower Ohio,378.33
01/13/2015,2,1,2015,Cairo-Memphis,256.67
01/20/2015,3,1,2015,Twin Cities,
01/20/2015,3,1,2015,Mid-Mississippi,
01/20/2015,3,1,2015,Lower Illinois,500.00
01/20/2015,3,1,2015,St. Louis,386.00
01/20/2015,3,1,2015,Cincinnati,388.33
01/20/2015,3,1,2015,Lower Ohio,396.67
01/20/2015,3,1,2015,Cairo-Memphis,288.33
01/27/2015,4,1,2015,Twin Cities,
01/27/2015,4,1,2015,Mid-Mississippi,
01/27/2015,4,1,2015,Lower Illinois,470.00
01/27/2015,4,1,2015,St. Louis,367.50
01/27/2015,4,1,2015,Cincinnati,375.00
01/27/2015,4,1,2015,Lower Ohio,375.00
01/27/2015,4,1,2015,Cairo-Memphis,282.50
02/03/2015,5,2,2015,Twin Cities,
02/03/2015,5,2,2015,Mid-Mississippi,
02/03/2015,5,2,2015,Lower Illinois,440.00
02/03/2015,5,2,2015,St. Louis,350.00
02/03/2015,5,2,2015,Cincinnati,362.50
02/03/2015,5,2,2015,Lower Ohio,362.50
02/03/2015,5,2,2015,Cairo-Memphis,232.50
02/10/2015,6,2,2015,Twin Cities,
02/10/2015,6,2,2015,Mid-Mississippi,
02/10/2015,6,2,2015,Lower Illinois,410.00
02/10/2015,6,2,2015,St. Louis,300.00
02/10/2015,6,2,2015,Cincinnati,346.67
02/10/2015,6,2,2015,Lower Ohio,346.67
02/10/2015,6,2,2015,Cairo-Memphis,243.33
02/17/2015,7,2,2015,Twin Cities,
02/17/2015,7,2,2015,Mid-Mississippi,
02/17/2015,7,2,2015,Lower Illinois,420.00
02/17/2015,7,2,2015,St. Louis,275.00
02/17/2015,7,2,2015,Cincinnati,320.00
02/17/2015,7,2,2015,Lower Ohio,320.00
02/17/2015,7,2,2015,Cairo-Memphis,220.00
02/24/2015,8,2,2015,Twin Cities,
02/24/2015,8,2,2015,Mid-Mississippi,
02/24/2015,8,2,2015,Lower Illinois,450.00
02/24/2015,8,2,2015,St. Louis,275.00
02/24/2015,8,2,2015,Cincinnati,310.00
02/24/2015,8,2,2015,Lower Ohio,310.00
02/24/2015,8,2,2015,Cairo-Memphis,213.33
03/03/2015,9,3,2015,Twin Cities,
03/03/2015,9,3,2015,Mid-Mississippi,
