folio,site_address,SiteCity,site_zip,sale_date,sale_price,bed,bath,year_built,sq_ft,total_sq_ft,neighborhood,total_stories,qualified,acreage
883296524,5831 PARKSET DR,LITHIA,33547,1/27/17,385000,4,3.5,2010,3272,4080,Fishhawk West Area,2,Qualified,0.17
880783806,15405 STARLING CROSSING DR,LITHIA,33547,2/28/19,385000,4,4,2014,2666,3618,Fishhawk West Area,1,Qualified,0.17
768280412,14016 KINGFISHER GLEN DR,LITHIA,33547,4/18/19,390700,3,2.5,2019,2629,3698,Fishhawk West Area,1,Qualified,0.17
768280632,13909 GOLDFINCH GLADE LN,LITHIA,33547,7/15/16,394800,2,2.5,2016,2410,3339,Fishhawk West Area,1,Qualified,0.17
771924968,6013 QUARTZ LAKE WAY,LITHIA,33547,2/4/16,395000,5,4,2016,3560,4660,Fishhawk West Area,2,Qualified,0.17
771924968,6013 QUARTZ LAKE WAY,LITHIA,33547,2/4/16,395000,5,4,2016,3560,4660,Fishhawk West Area,2,Qualified,0.17
880783472,15602 STARLING CROSSING DR,LITHIA,33547,6/2/17,395000,4,3.5,2014,2880,3649,Fishhawk West Area,2,Qualified,0.17
880783472,15602 STARLING CROSSING DR,LITHIA,33547,6/2/17,395000,4,3.5,2014,2880,3649,Fishhawk West Area,2,Qualified,0.17
768289042,14005 WARBLER GLADE WAY,LITHIA,33547,5/17/18,395500,3,2.5,2018,2640,3454,Fishhawk West Area,1,Qualified,0.17
768289042,14005 WARBLER GLADE WAY,LITHIA,33547,5/17/18,395500,3,2.5,2018,2640,3454,Fishhawk West Area,1,Qualified,0.17
768280380,6104 WATERCOLOR DR,LITHIA,33547,12/11/18,396000,3,2.5,2018,2600,3671,Fishhawk West Area,1,Qualified,0.17
883296558,5907 PARKSET DR,LITHIA,33547,6/28/19,397500,5,3,2011,2850,3689,Fishhawk West Area,2,Qualified,0.17
880783110,15603 STARLING WATER DR,LITHIA,33547,5/11/20,400000,4,3.5,2011,3105,4463,Fishhawk West Area,2,Qualified,0.17
768280374,6110 WATERCOLOR DR,LITHIA,33547,3/28/19,404600,2,2.5,2019,2670,3919,Fishhawk West Area,1,Qualified,0.17
771924920,5927 JASPER GLEN DR,LITHIA,33547,11/17/15,405000,5,4,2015,3192,4154,Fishhawk West Area,2,Qualified,0.17
768280588,13923 SWALLOW HILL DR,LITHIA,33547,5/24/17,405000,3,3.5,2017,2640,3471,Fishhawk West Area,1,Qualified,0.17
768280588,13923 SWALLOW HILL DR,LITHIA,33547,5/24/17,405000,3,3.5,2017,2640,3471,Fishhawk West Area,1,Qualified,0.17
883296592,5949 PARKSET DR,LITHIA,33547,7/20/20,405000,4,2.5,2008,2757,3572,Fishhawk West Area,2,Qualified,0.17
768000564,5818 ESKER FALLS LN,LITHIA,33547,12/29/15,408400,5,4.5,2015,3054,4393,Fishhawk West Area,2,Qualified,0.17
883296566,5917 PARKSET DR,LITHIA,33547,11/15/19,409000,4,3.5,2009,3058,3846,Fishhawk West Area,2,Qualified,0.17
880783774,5203 SPARROWGLEN PL,LITHIA,33547,6/22/18,410000,4,3,2013,3019,3783,Fishhawk West Area,2,Qualified,0.17
880783774,5203 SPARROWGLEN PL,LITHIA,33547,6/22/18,410000,4,3,2013,3019,3783,Fishhawk West Area,2,Qualified,0.17
768280414,14018 KINGFISHER GLEN DR,LITHIA,33547,11/22/19,412500,3,2.5,2019,2621,3789,Fishhawk West Area,1,Qualified,0.17
883660442,5810 HERONRISE CRESCENT DR,LITHIA,33547,8/27/18,415000,4,2.5,2001,2847,3920,Fishhawk West Area,2,Qualified,0.17
771924970,6011 QUARTZ LAKE WAY,LITHIA,33547,5/30/19,415000,4,3,2015,2744,3589,Fishhawk West Area,1,Qualified,0.17
768289044,14003 WARBLER GLADE WAY,LITHIA,33547,11/30/18,415800,2,2.5,2018,2420,3454,Fishhawk West Area,1,Qualified,0.17
880783778,5207 SPARROWGLEN PL,LITHIA,33547,6/22/20,420000,4,4,2013,2629,3847,Fishhawk West Area,1,Qualified,0.17
768000512,5727 WATERCOLOR DR,LITHIA,33547,10/20/16,422600,5,4,2016,3549,4638,Fishhawk West Area,2,Qualified,0.17
768000512,5727 WATERCOLOR DR,LITHIA,33547,10/20/16,422600,5,4,2016,3549,4638,Fishhawk West Area,2,Qualified,0.17
771924928,5926 SHELL RIDGE DR,LITHIA,33547,6/22/15,423800,5,4,2015,3042,4168,Fishhawk West Area,2,Qualified,0.17
771924930,5924 SHELL RIDGE DR,LITHIA,33547,7/6/15,423800,4,3.5,2015,3268,4318,Fishhawk West Area,2,Qualified,0.17
880783768,5204 ROSEFINCH PL,LITHIA,33547,11/18/16,425000,3,2,2014,3131,4242,Fishhawk West Area,2,Qualified,0.17
883296542,5851 PARKSET DR,LITHIA,33547,6/11/19,425000,4,3.5,2011,3068,3873,Fishhawk West Area,2,Qualified,0.17
768289040,14007 WARBLER GLADE WAY,LITHIA,33547,3/21/18,429600,2,2,2018,2420,3479,Fishhawk West Area,1,Qualified,0.17
768289040,14007 WARBLER GLADE WAY,LITHIA,33547,3/21/18,429600,2,2.5,2018,2420,3479,Fishhawk West Area,1,Qualified,0.17
771924976,6016 CALDERA RIDGE DR,LITHIA,33547,7/15/16,430000,5,4,2016,3182,4199,Fishhawk West Area,2,Qualified,0.17
771924976,6016 CALDERA RIDGE DR,LITHIA,33547,7/15/16,430000,5,4,2016,3182,4199,Fishhawk West Area,2,Qualified,0.17
768000372,14314 BLUE HYDRANGEA CT,LITHIA,33547,3/8/17,430000,5,4,2016,3201,4221,Fishhawk West Area,2,Qualified,0.17
771924972,6012 CALDERA RIDGE DR,LITHIA,33547,3/31/16,431500,5,4,2015,3239,4163,Fishhawk West Area,2,Qualified,0.17
771924972,6012 CALDERA RIDGE DR,LITHIA,33547,3/31/16,431500,5,4,2015,3239,4163,Fishhawk West Area,2,Qualified,0.17
771925194,14125 QUARRY LAKE RD,LITHIA,33547,1/25/17,434400,4,3.5,2017,3134,3985,Fishhawk West Area,2,Qualified,0.17
880783762,5210 ROSEFINCH PL,LITHIA,33547,7/31/17,435000,4,4,2013,3173,4505,Fishhawk West Area,2,Qualified,0.17
880783762,5210 ROSEFINCH PL,LITHIA,33547,7/31/17,435000,4,4,2013,3173,4505,Fishhawk West Area,2,Qualified,0.17
771925194,14125 QUARRY LAKE RD,LITHIA,33547,7/1/20,442000,4,3.5,2017,3134,3985,Fishhawk West Area,2,Qualified,0.17
768000486,5804 SHELL RIDGE DR,LITHIA,33547,1/6/17,442600,5,4,2016,3590,4690,Fishhawk West Area,2,Qualified,0.17
768000486,5804 SHELL RIDGE DR,LITHIA,33547,1/6/17,442600,5,4,2016,3590,4690,Fishhawk West Area,2,Qualified,0.17
771924948,6007 QUARTZ LAKE WAY,LITHIA,33547,5/5/17,447100,5,4,2016,3239,4163,Fishhawk West Area,2,Qualified,0.17
771924948,6007 QUARTZ LAKE WAY,LITHIA,33547,5/5/17,447100,5,4,2016,3239,4163,Fishhawk West Area,2,Qualified,0.17
768000386,5933 CIRCA FISHHAWK BLVD,LITHIA,33547,7/8/16,447300,5,4,2016,3073,4041,Fishhawk West Area,2,Qualified,0.17
768000386,5933 CIRCA FISHHAWK BLVD,LITHIA,33547,7/8/16,447300,5,4,2016,3073,4041,Fishhawk West Area,2,Qualified,0.17
768000504,5726 SHELL RIDGE DR,LITHIA,33547,11/4/16,448300,5,4,2016,3549,4636,Fishhawk West Area,2,Qualified,0.17
768000504,5726 SHELL RIDGE DR,LITHIA,33547,11/4/16,448300,5,4,2016,3549,4636,Fishhawk West Area,2,Qualified,0.17
768280366,6118 WATERCOLOR DR,LITHIA,33547,5/4/18,449700,2,2.5,2018,2669,3954,Fishhawk West Area,1,Qualified,0.17
768280366,6118 WATERCOLOR DR,LITHIA,33547,5/4/18,449700,2,2.5,2018,2669,3954,Fishhawk West Area,1,Qualified,0.17
771924742,5909 WATERCOLOR DR,LITHIA,33547,10/6/17,455000,4,3.5,2015,3437,4682,Fishhawk West Area,2,Qualified,0.17
771924742,5909 WATERCOLOR DR,LITHIA,33547,10/6/17,455000,4,3.5,2015,3437,4682,Fishhawk West Area,2,Qualified,0.17
768000372,14314 BLUE HYDRANGEA CT,LITHIA,33547,2/6/20,460000,5,4,2016,3201,4221,Fishhawk West Area,2,Qualified,0.17
771925036,5956 VILLAGE CENTER DR,LITHIA,33547,6/6/19,464000,4,3.5,2016,3291,4150,Fishhawk West Area,2,Qualified,0.17
768280364,6120 WATERCOLOR DR,LITHIA,33547,12/27/16,471200,2,2.5,2016,2670,4141,Fishhawk West Area,1,Qualified,0.17
768280364,6120 WATERCOLOR DR,LITHIA,33547,12/27/16,471200,2,2.5,2016,2670,4141,Fishhawk West Area,1,Qualified,0.17
771924808,5917 JASPER GLEN DR,LITHIA,33547,5/8/20,475000,5,4,2014,3184,4532,Fishhawk West Area,2,Qualified,0.17
771924962,6008 CALDERA RIDGE DR,LITHIA,33547,4/24/17,481500,4,4,2014,3162,4179,Fishhawk West Area,2,Qualified,0.17
771924962,6008 CALDERA RIDGE DR,LITHIA,33547,4/24/17,481500,4,4,2014,3162,4179,Fishhawk West Area,2,Qualified,0.17
771924740,5907 WATERCOLOR DR,LITHIA,33547,12/20/18,483000,5,4,2014,3208,4504,Fishhawk West Area,2,Qualified,0.17
880783768,5204 ROSEFINCH PL,LITHIA,33547,1/6/20,500000,4,2.5,2014,3131,4242,Fishhawk West Area,2,Qualified,0.17
771924922,5929 JASPER GLEN DR,LITHIA,33547,5/1/20,519857,5,4,2015,3137,4101,Fishhawk West Area,2,Qualified,0.17
883532554,15463 MARTINMEADOW DR,LITHIA,33547,10/27/15,100,4,2,2004,2305,3369,Fishhawk West Area,1,Unqualified,0.18
883296888,5930 PARKSET DR,LITHIA,33547,10/28/15,100,5,3,2008,2700,3687,Fishhawk West Area,2,Unqualified,0.18
883534260,6117 WHIMBRELWOOD DR,LITHIA,33547,11/24/15,100,5,3,2004,2641,3582,Fishhawk West Area,2,Unqualified,0.18
881142668,6134 KITERIDGE DR,LITHIA,33547,8/4/16,100,3,2,2003,1349,1901,Fishhawk East Area,1,Unqualified,0.18
881142668,6134 KITERIDGE DR,LITHIA,33547,8/4/16,100,3,2,2003,1349,1901,Fishhawk East Area,1,Unqualified,0.18
880783306,5332 SAGECREST DR,LITHIA,33547,12/21/16,100,4,4.5,2013,3578,4545,Fishhawk West Area,2,Unqualified,0.18
880783516,4905 OAKLINE VIEW DR,LITHIA,33547,7/17/17,100,4,3,2012,2551,3217,Fishhawk West Area,2,Unqualified,0.18
880921628,5811 HAWKWOOD CT,LITHIA,33547,11/9/17,100,4,2,2002,1751,2323,Fishhawk East Area,1,Unqualified,0.18
880921154,16851 HAWKRIDGE RD,LITHIA,33547,11/9/17,100,4,2,2000,1822,2358,Fishhawk East Area,1,Unqualified,0.18
880921154,16851 HAWKRIDGE RD,LITHIA,33547,11/9/17,100,4,2,2000,1822,2358,Fishhawk East Area,1,Unqualified,0.18
870981936,3215 STONEBRIDGE TRL,VALRICO,33596,11/9/17,100,3,2,2000,2042,2727,Riverhills Area,1,Unqualified,0.18
883531516,5826 HERONVIEW CRESCENT DR,LITHIA,33547,11/9/17,100,4,2,2002,2565,3225,Fishhawk West Area,2,Unqualified,0.18
883294118,16518 BRIDGEWALK DR,LITHIA,33547,2/8/18,100,4,2,2005,2321,3153,Fishhawk West Area,1,Unqualified,0.18
875381322,5325 COTTONWOOD TREE CIR,VALRICO,33596,5/26/18,100,4,2.5,1994,2045,2651,Riverhills Area,1,Unqualified,0.18
883294068,16410 BRIDGEWALK DR,LITHIA,33547,7/25/18,100,4,2,2005,2321,2913,Fishhawk West Area,1,Unqualified,0.18
768280460,13927 KINGFISHER GLEN DR,LITHIA,33547,9/7/18,100,2,2.5,2017,2640,3479,Fishhawk West Area,1,Unqualified,0.18
883293964,16324 BRIDGEWALK DR,LITHIA,33547,10/4/18,100,5,2,2005,2588,3550,Fishhawk West Area,2,Unqualified,0.18
880783026,15717 STARLING WATER DR,LITHIA,33547,10/4/18,100,4,3.5,2009,3265,4132,Fishhawk West Area,2,Unqualified,0.18
880921102,16838 HAWKRIDGE RD,LITHIA,33547,10/15/18,100,3,2,2003,2053,2571,Fishhawk East Area,1,Unqualified,0.18
883534300,6227 WHIMBRELWOOD DR,LITHIA,33547,11/7/18,100,4,3,2004,2322,3146,Fishhawk West Area,1,Unqualified,0.18
883533350,6142 SKYLARKCREST DR,LITHIA,33547,11/27/18,100,4,2,2004,1660,2616,Fishhawk West Area,2,Unqualified,0.18
880921096,16856 HAWKRIDGE RD,LITHIA,33547,3/6/19,100,3,2,1998,1749,2378,Fishhawk East Area,1,Unqualified,0.18
880921096,16856 HAWKRIDGE RD,LITHIA,33547,3/6/19,100,3,2,1998,1749,2378,Fishhawk East Area,1,Unqualified,0.18
883660436,5816 HERONRISE CRESCENT DR,LITHIA,33547,4/25/19,100,4,3,2001,2060,2749,Fishhawk West Area,1,Unqualified,0.18
883533172,6113 GANNETSIDE PL,LITHIA,33547,4/25/19,100,4,2,2003,2229,2919,Fishhawk West Area,1,Unqualified,0.18
875381478,5407 TWIN CREEKS DR,VALRICO,33596,8/26/19,100,4,2.5,1995,2019,2651,Riverhills Area,1,Unqualified,0.18
883530276,5804 MEADOWPARK PL,LITHIA,33547,11/5/19,100,3,2,1999,1495,2070,Fishhawk West Area,1,Unqualified,0.18
771924796,5909 JASPER GLEN DR,LITHIA,33547,12/12/19,100,4,3.5,2014,3212,4262,Fishhawk West Area,2,Unqualified,0.18
870981684,3311 STONEBRIDGE TRL,VALRICO,33596,4/1/20,100,3,2,1999,1805,2462,Riverhills Area,1,Unqualified,0.18
883293948,16308 BRIDGEWALK DR,LITHIA,33547,4/15/20,100,5,3,2005,2678,3599,Fishhawk West Area,2,Unqualified,0.18
880783308,5330 SAGECREST DR,LITHIA,33547,7/7/20,100,4,3.5,2013,3194,3979,Fishhawk West Area,2,Unqualified,0.18
880675036,2016 DUMONT DR,VALRICO,33596,3/6/18,155000,3,2,2000,1917,2608,Bloomingdale Area,1,Qualified,0.18
747627384, *** CONFIDENTIAL SITE *** ***,*******,99999,7/10/15,157000,3,2,1993,1366,1938,Bloomingdale Area,1,Qualified,0.18
883530276,5804 MEADOWPARK PL,LITHIA,33547,7/25/17,160000,3,2,1999,1495,2070,Fishhawk West Area,1,Qualified,0.18
883533114,16316 DORMAN RD,LITHIA,33547,7/30/15,165000,3,2,2004,1587,2070,Fishhawk West Area,1,Qualified,0.18
874006992,3802 COLD CREEK DR,VALRICO,33596,6/23/15,185000,4,2,1995,2015,2691,Bloomingdale Area,1,Qualified,0.18
761510980,7269 BUCKS FORD DR,RIVERVIEW,33578,6/10/15,190000,4,3,2000,2196,3117,Lake St Charles Area,1,Qualified,0.18
883531052,16810 HAWKGLEN PL,LITHIA,33547,2/17/16,190200,4,2,2003,2074,2962,Fishhawk East Area,1,Unqualified,0.18
881142702,17102 KITEGLIDE CT,LITHIA,33547,5/7/18,193800,4,2,2003,1502,2048,Fishhawk East Area,2,Qualified,0.18
881142702,17102 KITEGLIDE CT,LITHIA,33547,5/7/18,193800,4,2,2003,1502,2048,Fishhawk East Area,2,Qualified,0.18
881142702,17102 KITEGLIDE CT,LITHIA,33547,5/7/18,193800,4,2,2003,1502,2048,Fishhawk East Area,2,Qualified,0.18
883294160,16419 BRIDGEWALK DR,LITHIA,33547,11/29/16,199400,4,2,2006,2100,2726,Fishhawk West Area,1,Qualified,0.18
870981686,3313 STONEBRIDGE TRL,VALRICO,33596,6/14/17,203000,3,2,1998,1483,2130,Riverhills Area,1,Qualified,0.18
870981686,3313 STONEBRIDGE TRL,VALRICO,33596,6/14/17,203000,3,2,1998,1483,2130,Riverhills Area,1,Qualified,0.18
739913404,10004 CANNON DR,RIVERVIEW,33578,6/16/15,205000,4,3,2000,2228,2984,Lake St Charles Area,1,Qualified,0.18
741246742,6250 CRICKETHOLLOW DR,RIVERVIEW,33578,10/30/17,209000,3,2,2001,1736,2646,N Riverview Area NE of 301 & Alafia Rvr,1,Qualified,0.18
747629634,1101 MALLORY POINT DR,VALRICO,33596,8/29/17,210000,3,2,2001,1694,2288,Bloomingdale Area,1,Qualified,0.18
741247856,6601 SUMMER HAVEN DR,RIVERVIEW,33578,9/5/17,210000,4,2,2002,1518,2112,N Riverview Area NE of 301 & Alafia Rvr,2,Qualified,0.18
761510628,7113 COLONY POINTE DR,RIVERVIEW,33578,6/4/18,210000,3,2,2002,1796,2502,Lake St Charles Area,1,Qualified,0.18
739913168,6945 COHASSET CIR,RIVERVIEW,33578,11/6/15,215000,4,2,1998,2177,3076,Lake St Charles Area,1,Qualified,0.18
880921520,5710 HAWKLAKE RD,LITHIA,33547,4/17/18,217000,3,2,2000,1612,2130,Fishhawk East Area,1,Qualified,0.18
880921520,5710 HAWKLAKE RD,LITHIA,33547,4/17/18,217000,3,2,2000,1612,2130,Fishhawk East Area,1,Qualified,0.18
880921520,5710 HAWKLAKE RD,LITHIA,33547,4/17/18,217000,3,2,2000,1612,2130,Fishhawk East Area,1,Qualified,0.18
883531002,5704 HAWKLAKE RD,LITHIA,33547,3/1/16,217900,4,2,2001,2021,2558,Fishhawk East Area,1,Qualified,0.18
883531002,5704 HAWKLAKE RD,LITHIA,33547,3/1/16,217900,4,2,2001,2021,2558,Fishhawk East Area,1,Qualified,0.18
880921068,16928 HAWKRIDGE RD,LITHIA,33547,6/22/16,219000,3,2,2001,1720,2352,Fishhawk East Area,1,Qualified,0.18
880921068,16928 HAWKRIDGE RD,LITHIA,33547,6/22/16,219000,3,2,2001,1720,2352,Fishhawk East Area,1,Qualified,0.18
880921716,5904 FALCONPARK CT,LITHIA,33547,1/11/16,222000,4,2,2000,1986,2644,Fishhawk East Area,1,Qualified,0.18
880921716,5904 FALCONPARK CT,LITHIA,33547,1/11/16,222000,4,2,2000,1986,2644,Fishhawk East Area,1,Qualified,0.18
880921716,5904 FALCONPARK CT,LITHIA,33547,1/11/16,222000,4,2,2000,1986,2644,Fishhawk East Area,1,Qualified,0.18
739913216,7006 COHASSET CIR,RIVERVIEW,33578,8/5/16,224000,4,3,1999,2327,3327,Lake St Charles Area,1,Qualified,0.18
739913728,6926 FREEPORT RD,RIVERVIEW,33578,11/13/17,225000,4,2,2000,1766,2806,Lake St Charles Area,1,Qualified,0.18
883533836,6213 GANNETDALE DR,LITHIA,33547,6/23/16,227000,4,2.5,2004,1930,2478,Fishhawk West Area,2,Qualified,0.18
883533836,6213 GANNETDALE DR,LITHIA,33547,6/23/16,227000,4,2.5,2004,1930,2478,Fishhawk West Area,2,Qualified,0.18
880678182,4519 RIVER CLOSE BLVD,VALRICO,33596,6/22/17,228000,4,3,2001,2179,2810,Bloomingdale Area,1,Qualified,0.18
871825740,3119 BEAVER POND TRL,VALRICO,33596,8/31/16,233000,4,2,1999,2084,2662,Twin Lakes Area,1,Qualified,0.18
883294442,6417 BRIDGECREST DR,LITHIA,33547,11/9/16,233000,3,2,2005,1936,2536,Fishhawk West Area,1,Qualified,0.18
739913236,6930 COHASSET CIR,RIVERVIEW,33578-    ,2/15/17,233000,4,2,2000,2164,3062,Lake St Charles Area,1,Qualified,0.18
747623530,1403 QUEENSBURY AVE,VALRICO,33596,12/11/15,233900,4,2.5,1993,2127,2868,Bloomingdale Area,1,Qualified,0.18
874007086,2007 TIMBERFALL LN,VALRICO,33596,11/18/15,234000,4,3,1994,3033,3890,Bloomingdale Area,2,Qualified,0.18
883531026,16817 HAWKGLEN PL,LITHIA,33547,5/14/18,234900,3,2,2003,1890,2367,Fishhawk East Area,1,Qualified,0.18
883531026,16817 HAWKGLEN PL,LITHIA,33547,5/14/18,234900,3,2,2003,1890,2367,Fishhawk East Area,1,Qualified,0.18
880921732,5908 FALCONSIDE RD,LITHIA,33547,12/23/15,235000,3,2,1999,2012,2796,Fishhawk East Area,1,Qualified,0.18
880921732,5908 FALCONSIDE RD,LITHIA,33547,12/23/15,235000,3,2,1999,2012,2796,Fishhawk East Area,1,Qualified,0.18
880921536,16823 HAWKRIDGE RD,LITHIA,33547,7/20/16,235000,4,2,2001,2034,2558,Fishhawk East Area,1,Qualified,0.18
880921536,16823 HAWKRIDGE RD,LITHIA,33547,7/20/16,235000,4,2,2001,2034,2558,Fishhawk East Area,1,Qualified,0.18
883294160,16419 BRIDGEWALK DR,LITHIA,33547,12/28/16,235000,4,2,2006,2100,2726,Fishhawk West Area,1,Qualified,0.18
883294160,16419 BRIDGEWALK DR,LITHIA,33547,12/28/16,235000,4,2,2006,2100,3215,Fishhawk West Area,1,Qualified,0.18
883533814,6113 GANNETDALE DR,LITHIA,33547,5/1/17,235000,3,2,2004,1855,2407,Fishhawk West Area,1,Qualified,0.18
883533814,6113 GANNETDALE DR,LITHIA,33547,5/1/17,235000,3,2,2004,1855,2407,Fishhawk West Area,1,Qualified,0.18
880921120,5713 HAWKPARK BLVD,LITHIA,33547,10/30/17,235000,3,2,2003,1977,2538,Fishhawk East Area,1,Qualified,0.18
880921120,5713 HAWKPARK BLVD,LITHIA,33547,10/30/17,235000,3,2,2003,1977,2538,Fishhawk East Area,1,Qualified,0.18
880921156,16849 HAWKRIDGE RD,LITHIA,33547,12/29/17,235000,3,2,1998,1913,2506,Fishhawk East Area,1,Unqualified,0.18
880921156,16849 HAWKRIDGE RD,LITHIA,33547,12/29/17,235000,3,2,1998,1913,2506,Fishhawk East Area,1,Unqualified,0.18
741246528,6923 POTOMAC CIR,RIVERVIEW,33578,5/22/18,236900,3,2,1997,1602,2207,Lake St Charles Area,1,Qualified,0.18
739913696,10109 SOMERSBY DR,RIVERVIEW,33578,5/17/18,239900,3,2,1998,1822,2358,Lake St Charles Area,1,Qualified,0.18
761510984,7265 BUCKS FORD DR,RIVERVIEW,33578,8/15/16,240500,4,2,2001,2085,3211,Lake St Charles Area,1,Qualified,0.18
880675066,4509 OAK RIVER CIR,VALRICO,33596,7/27/17,242500,3,2,1993,2091,2955,Bloomingdale Area,1,Qualified,0.18
747623568,1412 MONTE LAKE DR,VALRICO,33596,8/10/16,243000,4,2.5,1993,2133,2800,Bloomingdale Area,1,Qualified,0.18
880677942,2406 GROVEWAY DR,VALRICO,33596,11/10/16,245000,5,2,1999,2388,3346,Bloomingdale Area,1,Qualified,0.18
761511070,7820 RIVERWOOD OAKS DR,RIVERVIEW,33578,10/12/17,245000,4,2,2004,2294,3141,Lake St Charles Area,1,Qualified,0.18
875381342,5305 WATERLEAF CT,VALRICO,33596,9/6/19,245000,3,2,1992,1570,2047,Riverhills Area,1,Qualified,0.18
883531006,5624 HAWKLAKE RD,LITHIA,33547,12/12/19,248300,3,2,2001,1695,2315,Fishhawk East Area,1,Qualified,0.18
883660562,15111 TEALRISE WAY,LITHIA,33547,7/28/16,249100,4,2,2003,2321,2985,Fishhawk West Area,1,Unqualified,0.18
884040584,11401 THAMES FARE WAY,LITHIA,33547,4/28/16,250000,4,2.5,2013,2276,2973,East Valrico / W Lithia Area,2,Qualified,0.18
880675020,2017 ALAFIA OAKS DR,VALRICO,33596,9/21/16,250000,4,3,1996,2023,2700,Bloomingdale Area,1,Qualified,0.18
739913318,10017 REMINGTON DR,RIVERVIEW,33578,6/14/18,250000,3,2.5,1999,2286,2998,Lake St Charles Area,1,Qualified,0.18
875190028,5136 FAIRWAY ONE DR,VALRICO,33596,4/5/17,251900,3,2.5,1994,2170,2768,Riverhills Area,2,Qualified,0.18
875190028,5136 FAIRWAY ONE DR,VALRICO,33596,4/5/17,251900,3,2.5,1994,2170,2768,Riverhills Area,2,Qualified,0.18
883301868,15468 OSPREY GLEN DR,LITHIA,33547,8/30/17,254500,4,2,2002,2034,2558,Fishhawk West Area,1,Qualified,0.18
883301868,15468 OSPREY GLEN DR,LITHIA,33547,8/30/17,254500,4,2,2002,2034,2558,Fishhawk West Area,1,Qualified,0.18
880678162,4520 RIVER CLOSE BLVD,VALRICO,33596,7/1/15,255000,3,3,2000,2353,3209,Bloomingdale Area,1,Qualified,0.18
880921714,5906 FALCONPARK CT,LITHIA,33547,2/28/20,255000,4,2,2002,2337,2913,Fishhawk East Area,1,Qualified,0.18
768000806,5702 HOMETOWN LN,LITHIA,33547,5/24/16,256200,3,2,2016,2026,2692,Fishhawk West Area,1,Qualified,0.18
768000806,5702 HOMETOWN LN,LITHIA,33547,5/24/16,256200,3,2,2016,2026,2692,Fishhawk West Area,1,Qualified,0.18
739913602,10102 SOMERSBY DR,RIVERVIEW,33578,7/29/16,257000,3,2,1999,1944,2838,Lake St Charles Area,1,Qualified,0.18
883534280,6137 WHIMBRELWOOD DR,LITHIA,33547,4/29/16,259000,4,2,2004,2166,2817,Fishhawk West Area,1,Qualified,0.18
883534280,6137 WHIMBRELWOOD DR,LITHIA,33547,4/29/16,259000,4,2,2004,2166,2817,Fishhawk West Area,1,Qualified,0.18
880921502,16832 HAWKRIDGE RD,LITHIA,33547,4/25/18,259900,4,2,2001,2021,2558,Fishhawk East Area,1,Qualified,0.18
880921502,16832 HAWKRIDGE RD,LITHIA,33547,4/25/18,259900,4,2,2001,2021,2558,Fishhawk East Area,1,Qualified,0.18
739913316,10015 REMINGTON DR,RIVERVIEW,33578,7/22/16,260000,3,2,1998,2095,2798,Lake St Charles Area,1,Qualified,0.18
874006734,3713 TREELINE DR,VALRICO,33596,11/30/16,260300,4,2,2000,2107,2783,Bloomingdale Area,1,Qualified,0.18
739913164,6949 COHASSET CIR,RIVERVIEW,33578,7/29/16,262500,4,3,2000,2353,3269,Lake St Charles Area,1,Qualified,0.18
880678492,2645 BROOKVILLE DR,VALRICO,33596,6/2/15,265000,4,3,2002,2205,3108,Bloomingdale Area,1,Qualified,0.18
761511006,7231 BUCKS FORD DR,RIVERVIEW,33578-8379,5/9/17,265000,4,2,2003,2200,3003,Lake St Charles Area,1,Qualified,0.18
880675686,2203 MORGANSIDE WAY,VALRICO,33596,12/5/17,265000,4,3,1997,2217,3152,Bloomingdale Area,1,Qualified,0.18
883660430,5822 HERONRISE CRESCENT DR,LITHIA,33547,9/28/18,265000,3,2,2001,1660,2247,Fishhawk West Area,1,Qualified,0.18
875381360,5324 COTTONWOOD TREE CIR,VALRICO,33596,9/16/19,265000,4,2,1994,1874,2536,Riverhills Area,1,Qualified,0.18
883296122,5909 PALMETTOSIDE ST,LITHIA,33547,5/27/16,270000,3,2,2006,2887,3783,Fishhawk West Area,2,Qualified,0.18
883296122,5909 PALMETTOSIDE ST,LITHIA,33547,5/27/16,270000,3,2,2006,2887,3783,Fishhawk West Area,2,Qualified,0.18
883534248,6105 WHIMBRELWOOD DR,LITHIA,33547,6/15/16,270000,4,3,2004,2314,2918,Fishhawk West Area,1,Qualified,0.18
883533988,6118 GANNETDALE DR,LITHIA,33547,2/22/17,270000,4,2,2003,2014,2558,Fishhawk West Area,1,Qualified,0.18
883533818,6117 GANNETDALE DR,LITHIA,33547,7/8/19,270000,4,2,2003,1895,2545,Fishhawk West Area,1,Qualified,0.18
880678164,4518 RIVER CLOSE BLVD,VALRICO,33596,12/2/16,271900,4,3,2001,2797,3784,Bloomingdale Area,1,Qualified,0.18
771924906,5946 JASPER GLEN DR,LITHIA,33547,9/8/16,275000,4,2,2015,1850,2604,Fishhawk West Area,1,Qualified,0.18
771924906,5946 JASPER GLEN DR,LITHIA,33547,9/8/16,275000,4,2,2015,1850,2604,Fishhawk West Area,1,Qualified,0.18
883534302,6225 WHIMBRELWOOD DR,LITHIA,33547,8/29/17,275000,4,3,2004,2257,3068,Fishhawk West Area,1,Qualified,0.18
883534302,6225 WHIMBRELWOOD DR,LITHIA,33547,8/29/17,275000,4,3,2004,2257,3068,Fishhawk West Area,1,Qualified,0.18
